Cited Journal Data,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Rest
75,,INT J ENG EDUC,2,0,0,0,0,2,0,0,0,0,0,0
76,0.969,INTERACT COMPUT,2,0,0,0,0,0,0,0,0,0,0,2
77,0.657,J APPL SOC PSYCHOL,2,0,0,0,0,1,0,0,0,1,0,0
78,3.000,J ENG EDUC,2,0,0,0,0,1,0,0,0,0,0,1
79,1.563,J EXP CHILD PSYCHOL,2,0,0,0,2,0,0,0,0,0,0,0
80,2.580,J EXP PSYCHOL HUMAN,2,0,0,0,1,0,0,0,0,0,1,0
81,,J VISUAL LANG COMPUT,2,0,0,0,1,1,0,0,0,0,0,0
82,0.382,JPN PSYCHOL RES,2,0,0,0,0,0,1,0,1,0,0,0
83,0.417,LANG LEARN,2,0,0,0,0,0,0,0,1,0,0,1
84,,MED EDUC,2,0,0,0,0,0,0,1,0,0,0,1
85,1.604,MEM COGNITION,2,0,0,0,0,0,0,2,0,0,0,0
86,5.826,MIS QUART,2,0,0,0,0,1,1,0,0,0,0,0
87,0.529,OXFORD REV EDUC,2,0,0,0,0,0,0,0,1,0,0,1
88,0.571,PHILOS PSYCHOL,2,0,0,0,0,0,0,1,0,0,0,1
89,0.907,RES Q EXERCISE SPORT,2,0,0,0,0,0,0,1,0,0,0,1
90,0.652,SEX ROLES,2,0,0,0,1,0,0,1,0,0,0,0
91,1.768,VANDERBILT LAW REV,2,0,2,0,0,0,0,0,0,0,0,0
92,,Z ERZIEHWISS,2,0,0,0,0,0,0,0,0,0,0,2
Copyright © 2018 Clarivate Analytics,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,
