Cited Journal Data,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,Rest
210,,VISION RES,5,0,0,0,0,0,0,0,0,0,0,5
211,,2016 ACM S EYE,4,0,0,0,0,1,0,0,0,0,0,3
212,,ACM C COMP COOP,4,0,1,0,1,0,0,0,0,0,0,2
213,,AFR J RES MATH SCI T,4,0,0,0,0,0,0,0,0,0,0,4
214,1.970,APPL PSYCHOLINGUIST,4,0,0,0,0,0,1,0,0,1,0,2
215,1.514,ASLIB J INFORM MANAG,4,0,0,0,0,0,0,0,0,0,0,4
216,0.853,AUSTRALAS J EDUC TEC,4,0,0,0,0,0,0,0,0,0,0,4
217,,BRAIN RES,4,0,0,0,1,0,0,0,2,0,0,1
218,1.712,BRIT J DEV PSYCHOL,4,0,1,0,0,0,0,0,0,1,0,2
219,2.403,BRIT J EDUC PSYCHOL,4,0,0,0,0,0,1,0,0,0,0,3
220,3.139,BRIT J PSYCHOL,4,1,0,0,1,0,0,0,0,1,0,1
221,,CAN J SCI MATH TECHN,4,0,0,0,0,0,0,0,0,0,0,4
222,,COGN AFFECT BEHAV NE,4,0,0,1,1,0,0,0,0,1,0,1
223,1.146,COGN NEUROPSYCHOL,4,0,0,0,0,0,0,0,0,0,0,4
224,,COMPUT SCI EDUC,4,0,0,0,0,0,0,0,0,0,0,4
225,,CURR OPIN NEUROBIOL,4,0,0,2,0,0,0,0,0,1,0,1
226,3.839,EDUC RES REV-NETH,4,0,0,0,0,0,0,0,0,0,0,4
227,,EUR J SCAND STUD,4,0,0,0,0,0,0,0,0,0,0,4
228,2.219,HUM FACTORS,4,0,0,0,1,0,0,1,0,0,0,2
229,,IEICE T INF SYST,4,0,0,0,0,0,0,0,0,0,0,4
230,0.526,INFANC APRENDIZ,4,0,0,0,0,0,0,0,0,0,0,4
231,,INT CONF ACOUST SPEE,4,0,0,1,0,0,0,0,0,0,0,3
232,,INT J INF COMMUN TEC,4,0,0,0,0,0,0,0,0,0,0,4
233,,ITAL J LINGUIST,4,0,0,0,0,0,0,0,0,0,1,3
234,1.738,J BEHAV DECIS MAKING,4,0,0,2,0,0,0,0,1,0,0,1
235,1.348,J COMMUN DISORD,4,0,0,0,0,0,0,0,1,0,1,2
236,3.494,J ENVIRON PSYCHOL,4,0,0,0,0,1,0,0,0,1,0,2
237,1.634,J EXP ANAL BEHAV,4,0,0,0,0,0,0,1,1,0,0,2
238,5.017,J PERS SOC PSYCHOL,4,0,0,0,0,1,0,0,1,0,0,2
239,1.061,J SEMANT,4,0,1,1,0,0,0,0,0,0,0,2
240,,LAK 16 C P 6 INT,4,0,0,0,0,2,0,0,0,0,0,2
241,1.303,LANG ACQUIS,4,0,0,0,0,0,0,0,1,1,0,2
242,0.378,LINGUISTICS,4,0,0,0,0,0,0,0,0,0,0,4
243,0.903,METAPHOR SYMBOL,4,0,0,0,0,0,1,0,0,0,0,3
244,,METH THEORY STUD REL,4,0,0,0,0,0,1,0,0,0,0,3
245,1.271,MIND BRAIN EDUC,4,0,0,1,0,0,0,0,0,0,0,3
246,,MOD J LANG TEACH MET,4,0,0,0,0,0,0,0,0,0,0,4
247,,NAT NEUROSCI,4,0,0,1,0,0,0,0,1,0,0,2
248,,NEURAL COMPUT APPL,4,0,0,0,0,0,0,0,0,0,0,4
249,,NEURAL NETWORKS,4,0,0,0,0,0,1,0,0,0,0,3
250,3.543,NEUROBIOL LEARN MEM,4,0,0,0,0,0,0,0,0,0,0,4
251,3.286,NEUROPSYCHOLOGY,4,0,0,0,0,0,0,1,0,0,0,3
252,2.691,ORGAN SCI,4,0,0,0,0,0,0,0,0,0,0,4
253,,P 10 ANN C TANG EMB,4,0,0,0,0,0,0,0,1,0,0,3
254,,P ASME INT DES ENG,4,0,0,0,0,0,0,0,0,0,0,4
255,,PHILOS PHENOMEN RES,4,0,1,0,0,0,0,0,0,0,0,3
256,,PHYS LIFE REV,4,0,0,0,0,0,0,0,1,0,0,3
257,,PHYS REV E,4,0,0,0,0,0,0,0,0,0,0,4
258,0.205,POZ STUD CONTEMP LIN,4,0,0,0,1,0,0,0,1,0,0,2
259,,PROC EUR CONF GAME,4,0,0,0,0,1,0,0,0,0,0,3
260,3.307,PSYCHOL ASSESSMENT,4,0,0,0,0,1,0,1,0,0,0,2
261,1.489,READ WRIT,4,1,1,0,0,0,0,1,0,1,0,0
262,1.329,RES SCI EDUC,4,0,0,1,0,0,0,0,0,0,0,3
263,,S VIS LANG HUM CEN C,4,0,0,0,0,0,0,0,0,0,0,4
264,,SEMANT PRAGMAT,4,0,0,0,0,0,0,2,0,0,0,2
265,,USER MODEL USER-ADAP,4,0,0,0,0,0,0,0,0,0,0,4
266,,11 ACM INT C HUM,3,0,0,0,0,0,1,0,0,0,0,2
267,,2016 IEEE INT C,3,0,0,0,0,0,0,0,0,0,0,3
268,,2016 INT C CYB SIT,3,0,1,0,0,0,0,0,0,0,0,2
269,,ACAD MED,3,0,0,0,0,0,0,0,0,0,0,3
270,2.685,ACCIDENT ANAL PREV,3,0,0,0,0,0,0,0,0,0,0,3
271,,ACM T COMPUT EDUC,3,0,0,0,0,0,0,0,0,0,0,3
272,,ACM T INTERACT INTEL,3,0,0,0,0,0,0,2,0,0,0,1
273,1.019,ADAPT BEHAV,3,0,0,0,0,1,1,0,0,0,0,1
274,1.357,ADV COGN PSYCHOL,3,0,0,0,0,0,1,0,0,2,0,0
275,,ADV PHYSIOL EDUC,3,0,0,0,0,0,0,0,0,0,0,3
276,,ADV ROBOTICS,3,0,0,0,0,0,0,0,0,0,0,3
277,4.400,AM SOCIOL REV,3,0,0,1,0,0,0,0,0,0,0,2
278,0.871,AN PSICOL-SPAIN,3,0,1,1,0,0,0,0,0,0,0,1
279,,ANN AM ASSOC GEOGR,3,0,0,0,0,0,0,0,0,0,1,2
280,1.609,ANN DYSLEXIA,3,0,0,0,0,2,0,0,0,0,0,1
281,0.358,ANN PSYCHOL,3,0,0,1,0,0,0,0,0,1,0,1
282,,APPL SOFT COMPUT,3,0,0,0,0,0,0,0,0,0,0,3
283,,ARGUM COMPUT,3,0,0,0,0,0,0,0,0,0,0,3
284,0.576,ASIA-PAC EDUC RES,3,0,0,1,0,0,0,0,0,0,0,2
285,1.391,ASSESS EVAL HIGH EDU,3,0,0,0,0,0,0,0,0,0,0,3
286,1.746,BEHAV PROCESS,3,0,0,0,0,0,0,0,0,0,0,3
287,,BRAIN STRUCT FUNCT,3,0,0,0,0,0,0,0,0,0,0,3
288,2.410,BRIT J EDUC TECHNOL,3,0,0,0,0,0,0,0,0,0,0,3
289,,BUS PROCESS MANAG J,3,0,0,0,0,0,0,0,0,0,0,3
290,,CHIN J APPL LINGUIST,3,0,0,0,0,0,0,1,0,0,0,2
291,,CODESIGN,3,0,1,0,0,0,0,0,0,0,0,2
292,,COMPUT SPEECH LANG,3,0,0,0,0,0,0,0,0,0,0,3
293,1.925,CURR ANTHROPOL,3,0,0,0,0,1,0,0,0,0,0,2
294,4.638,DEV REV,3,0,0,0,1,1,1,0,0,0,0,0
295,,EAR HEARING,3,0,0,0,0,0,0,1,0,0,0,2
296,0.959,EDUC STUD MATH,3,0,0,0,0,0,0,0,0,0,0,3
297,,EKSP PSIKHOLOGIYA,3,0,0,0,0,1,0,0,0,0,0,2
298,,ELECTRON PROC THEOR,3,0,0,0,1,0,0,1,0,1,0,0
299,,ELIFE,3,0,0,0,0,0,0,1,0,0,0,2
300,,ENG APPL ARTIF INTEL,3,0,0,0,0,0,0,1,0,0,0,2
301,4.916,ENTREP THEORY PRACT,3,0,0,0,0,0,0,0,0,0,0,3
302,,EUR J NEUROSCI,3,0,0,0,0,0,0,0,0,0,0,3
303,0.312,FOLIA LINGUIST,3,0,0,0,0,0,0,0,0,0,0,3
304,,FOOD QUAL PREFER,3,0,0,1,0,0,0,0,0,0,0,2
305,,FRONT BEHAV NEUROSCI,3,0,0,0,0,1,0,0,0,1,0,1
306,,FRONT SYST NEUROSCI,3,0,1,0,1,0,0,0,0,0,0,1
307,,GLOTTOMETRICS,3,0,0,0,1,0,0,2,0,0,0,0
308,2.661,HUM NATURE-INT BIOS,3,0,0,0,0,0,0,0,0,0,1,2
309,,IBER CONF INF SYST,3,0,0,0,0,0,0,0,0,0,0,3
