Citing Journal Data: COGNITIVE PSYCHOLOGY,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,Rest
76, ,ANNU REV NEUROSCI,4,0,0,1,0,1,0,0,0,0,0,2
77,3.215,BRAIN LANG,4,0,0,0,0,0,0,0,0,0,0,4
78, ,BRAIN RES,4,0,0,0,0,0,1,1,0,2,0,0
79,2.076,EXP PSYCHOL,4,0,1,0,0,0,1,0,1,0,0,1
80, ,HEURISTICS BIASES PS,4,0,0,0,0,0,0,0,0,0,0,4
81, ,INTEGRATION LANGUAGE,4,0,0,0,0,0,0,0,0,0,0,4
82,3.245,INTELLIGENCE,4,0,0,0,0,0,0,0,1,0,0,3
83,3.518,J EDUC PSYCHOL,4,0,0,0,0,0,0,1,0,0,0,3
84, ,LANGUAGE LEARN DE,4,1,0,1,0,0,0,0,0,0,2,0
85,1.688,MEMORY,4,0,0,1,0,1,1,0,0,0,0,1
86, ,PLOS BIOL,4,0,0,0,0,0,0,1,2,1,0,0
87,0.619,AM J PSYCHOL,3,0,0,0,0,0,0,1,0,0,0,2
88, ,ANN NY ACAD SCI,3,0,0,0,0,1,0,1,0,0,0,1
89,0.440,ANN PSYCHOL,3,0,0,0,0,0,0,0,0,0,0,3
90, ,ANN STAT,3,0,0,0,0,0,0,0,0,0,0,3
91,1.321,APPL COGNITIVE PSYCH,3,0,0,0,0,0,0,0,0,0,0,3
92,2.477,BRAIN COGNITION,3,0,0,0,0,0,1,1,0,0,0,1
93,2.254,BRIT J PSYCHOL,3,0,0,0,0,0,0,0,0,0,0,3
94, ,CAUSALITY MODELS REA,3,0,0,0,0,0,0,0,0,0,0,3
95, ,CAUSATION PREDICTION,3,0,0,0,0,0,0,0,0,0,0,3
96,1.941,CONSCIOUS COGN,3,0,0,0,1,0,0,1,1,0,0,0
97, ,CURR OPIN NEUROBIOL,3,0,0,0,0,1,1,0,0,0,0,1
98,4.000,DEV REV,3,0,0,0,0,0,0,0,0,0,0,3
99, ,ENTROPY-SWITZ,3,0,0,0,0,3,0,0,0,0,0,0
100,2.069,J BEHAV DECIS MAKING,3,0,0,0,0,1,1,0,0,0,0,1
101,2.344,J COMP PSYCHOL,3,0,0,0,1,0,0,0,0,0,0,2
102,1.949,J EXP PSYCHOL-ANIM L,3,0,0,0,0,0,0,0,0,0,0,3
103,2.285,J EXP SOC PSYCHOL,3,0,0,0,0,0,1,0,0,0,0,2
104, ,J INT NEUROPSYCH SOC,3,0,0,0,0,0,0,0,1,0,0,2
105, ,J VOICE,3,0,0,1,0,0,0,1,0,0,1,0
106, ,JOURNAL OF EXPERIMEN,3,0,0,0,0,0,0,0,0,0,0,3
107,2.000,MUSIC PERCEPT,3,0,0,0,0,1,0,0,1,0,0,1
108, ,NEUROSCI LETT,3,0,0,0,0,0,0,0,0,1,0,2
109, ,P 35 ANN C COGN SCI,3,0,3,0,0,0,0,0,0,0,0,0
110,9.546,PERSPECT PSYCHOL SCI,3,0,0,1,2,0,0,0,0,0,0,0
111,0.833,PHILOS SCI,3,0,0,0,0,0,0,0,2,0,0,1
112, ,PROC ANN BUCLD,3,0,0,0,1,0,0,0,0,0,0,2
113,2.173,PSYCHOL MUSIC,3,0,0,0,0,0,0,0,0,0,0,3
114, ,VISION,3,0,0,0,0,0,0,0,0,0,0,3
115, ,1 LANGUAGE ACQUISITI,2,0,0,0,0,0,0,0,0,0,0,2
116, ,ADAPTATION LEVEL THE,2,0,0,0,0,0,0,0,0,0,0,2
117, ,ADV NEUR IN,2,0,0,0,0,0,0,0,0,0,0,2
118, ,ADV NEURAL INFORM PR,2,0,1,0,0,0,1,0,0,0,0,0
119, ,AM STAT,2,0,0,0,0,0,0,1,0,0,0,1
120, ,ANAL LINGUIST DATA,2,0,0,0,0,0,0,2,0,0,0,0
121,1.512,APPL PSYCHOLINGUIST,2,0,0,0,0,0,0,0,0,0,0,2
122, ,BLACKW HBK LINGUIST,2,0,0,0,0,0,0,0,0,0,2,0
123, ,BMC BIOINFORMATICS,2,0,0,0,0,0,0,1,1,0,0,0
124,2.000,BRIT J EDUC PSYCHOL,2,0,0,0,0,1,0,0,0,0,0,1
125, ,CHILDREN LEARN MEANI,2,0,0,0,0,0,0,0,0,0,0,2
126, ,CHILDRENS LANGUAGE,2,0,0,0,0,0,0,0,0,0,0,2
127, ,CLASSICAL CONDITION,2,0,0,0,0,0,0,0,0,0,0,2
128, ,COGN AFFECT BEHAV NE,2,0,0,0,0,0,2,0,0,0,0,0
129,1.175,COGN LINGUIST,2,0,0,0,0,0,1,0,0,1,0,0
130, ,CONT DEBATES COGNITI,2,0,0,0,0,0,0,0,0,1,1,0
131, ,CORPUS LINGUISTICS A,2,0,0,0,0,0,0,2,0,0,0,0
132, ,CORTEX,2,0,0,0,0,0,0,0,0,0,0,2
133, ,EAR HEARING,2,0,0,0,0,0,0,0,0,0,0,2
134, ,ESSENTIAL CHILD ORIG,2,0,0,0,0,0,0,0,0,0,0,2
135, ,EXP BRAIN RES,2,0,0,0,0,1,0,0,0,0,0,1
136, ,EYE MOVEMENTS WINDOW,2,0,0,0,0,0,0,0,2,0,0,0
137, ,GAME THEOR PRAGMATI,2,0,0,0,0,0,0,0,0,0,2,0
138, ,HANDB CHILD PSYCHOL,2,0,0,0,0,0,0,0,0,0,0,2
139, ,HUM BRAIN MAPP,2,0,1,0,0,0,0,0,0,0,0,1
140,1.694,HUM FACTORS,2,0,0,0,0,0,0,1,0,0,0,1
141, ,IME4 LINEAR MIXED EF,2,0,0,1,1,0,0,0,0,0,0,0
142,1.349,INFANT BEHAV DEV,2,0,0,0,0,1,0,0,0,0,0,1
143, ,INFORM PROCESSING CO,2,0,0,0,0,0,0,0,0,0,0,2
