Cited Journal Data: COGNITIVE SCIENCE,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,Rest
1,,ALL Journals,3916,45,123,195,211,222,210,208,173,177,197,2155
2,,ALL OTHERS (432),432,2,12,17,12,10,14,16,10,15,16,308
3,2.560,FRONT PSYCHOL,231,6,10,13,20,13,16,7,15,11,27,93
4,2.446,COGNITIVE SCI,121,8,4,6,9,13,5,14,5,6,6,45
5,,PLOS ONE,91,1,3,2,10,3,7,5,4,7,7,42
6,,FRONT HUM NEUROSCI,90,4,5,2,3,5,8,3,7,4,7,42
7,3.479,COGNITION,85,0,1,4,10,11,5,6,1,8,5,34
8,,LECT NOTES COMPUT SC,78,0,2,3,7,2,0,1,5,1,1,56
9,,LANG COGN NEUROSCI,73,0,2,14,5,9,5,3,1,4,7,23
10,3.369,PSYCHON B REV,62,0,2,5,6,6,4,7,2,2,2,26
11,5.929,J EXP PSYCHOL GEN,52,1,2,4,5,6,7,3,3,2,1,18
12,5.064,COGNITIVE PSYCHOL,51,1,2,2,6,3,4,6,1,2,3,21
13,4.237,J MEM LANG,48,0,1,1,3,4,3,1,4,5,5,21
14,1.869,WIRES COGN SCI,46,0,3,3,0,6,2,3,3,2,6,18
15,2.862,J EXP PSYCHOL LEARN,44,0,2,2,6,1,2,2,3,2,3,21
16,,PHILOS T R SOC B,41,1,3,4,6,1,5,2,1,0,1,17
17,2.248,ACTA PSYCHOL,40,1,2,2,3,3,5,1,4,2,1,16
18,3.518,J EDUC PSYCHOL,33,0,0,2,0,1,0,3,5,0,1,21
19,3.585,LEARN INSTR,32,1,0,2,0,3,2,1,0,1,0,22
20,3.302,NEUROPSYCHOLOGIA,32,1,2,0,2,2,1,2,2,2,1,17
21,3.063,TOP COGN SCI,28,0,1,1,3,4,1,1,2,3,2,10
22,1.388,COGN PROCESS,27,0,0,1,1,4,3,1,1,3,1,12
23,2.556,COMPUT EDUC,27,0,0,0,0,1,1,2,0,0,0,23
24,2.549,J EXP CHILD PSYCHOL,27,1,3,3,3,3,2,0,0,0,3,9
25,2.127,Q J EXP PSYCHOL,25,0,2,1,0,1,0,2,2,0,2,15
26,1.598,J CHILD LANG,24,1,0,0,3,0,2,5,3,5,0,5
27,3.358,J EXP PSYCHOL HUMAN,24,0,0,1,0,2,1,3,1,3,2,11
28,1.598,J PHONETICS,24,0,2,0,6,1,1,4,2,6,1,1
29,2.457,MEM COGNITION,24,0,0,0,1,2,3,1,2,1,2,12
30,,P NATL ACAD SCI USA,23,1,0,2,3,0,2,2,0,2,1,10
31,2.694,COMPUT HUM BEHAV,22,1,0,0,0,1,0,0,0,1,0,19
32,,CORTEX,22,0,0,0,2,1,2,1,2,1,0,13
33,2.565,EDUC PSYCHOL REV,21,0,1,1,1,2,0,2,0,0,3,11
34,1.426,INSTR SCI,20,1,0,1,0,0,1,0,1,0,0,16
35,1.444,NEW IDEAS PSYCHOL,20,0,0,2,1,0,1,1,3,0,2,10
36,21.965,TRENDS COGN SCI,19,1,1,0,2,3,3,2,1,0,2,4
37,3.215,BRAIN LANG,18,0,0,4,0,2,1,0,3,0,1,7
38,4.061,CHILD DEV,18,0,0,1,2,3,0,3,1,0,1,7
39,1.941,CONSCIOUS COGN,18,1,0,1,1,0,1,1,1,1,0,11
40,1.132,INT J SCI EDUC,18,0,0,1,0,0,2,0,0,0,0,15
41,4.940,PSYCHOL SCI,18,0,1,0,0,4,0,2,0,4,2,5
42,4.141,DEV PSYCHOL,17,0,2,5,0,3,2,1,0,0,0,4
43,1.533,METAPHOR SYMBOL,17,0,0,1,2,3,0,0,1,6,1,3
44,0.831,COGN SYST RES,16,0,0,0,1,0,2,1,1,3,2,6
45,1.683,J COGN DEV,16,0,1,1,0,4,1,1,0,0,0,8
46,0.831,J PRAGMATICS,16,0,1,0,1,0,2,1,0,0,1,10
47,,J VISUAL LANG COMPUT,16,0,1,0,0,0,0,0,0,1,0,14
48,1.433,PHYS REV SPEC TOP-PH,16,0,0,0,0,0,0,0,2,0,0,14
49,0.739,SYNTHESE,16,0,1,1,0,1,0,2,0,1,0,10
50,2.200,THINK REASONING,16,0,0,3,2,1,0,0,1,0,2,7
51,1.612,LANG LEARN,15,0,1,0,0,2,4,0,0,0,2,6
52,14.756,PSYCHOL BULL,15,0,0,1,1,1,1,0,3,0,1,7
53,2.168,ATTEN PERCEPT PSYCHO,14,0,2,0,0,1,3,1,0,1,0,6
54,2.091,CHEM EDUC RES PRACT,14,0,0,1,0,0,0,0,0,1,0,12
55,,J ASSOC INF SCI TECH,14,0,0,0,0,0,0,0,0,3,0,11
56,,PHYS LIFE REV,14,0,0,1,1,0,0,1,3,0,3,5
57,1.175,COGN LINGUIST,13,0,0,0,1,0,3,0,1,1,1,6
58,,CURR OPIN NEUROBIOL,13,1,2,0,0,2,1,1,4,0,1,1
59,3.808,DEVELOPMENTAL SCI,13,0,2,0,0,2,1,3,0,1,0,4
60,3.611,EDUC PSYCHOL-US,13,0,0,1,0,1,0,1,1,0,0,9
61,1.323,INTERACT LEARN ENVIR,13,0,0,0,0,0,0,0,0,0,0,13
62,1.431,J COGN PSYCHOL,13,0,2,1,0,0,0,3,2,1,0,4
63,1.214,J SCI EDUC TECHNOL,13,0,0,1,0,1,0,0,1,0,0,10
64,,NEUROIMAGE,13,0,2,0,1,0,0,2,1,1,3,3
