Citing Journal Data,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Rest
181, ,J DISTANCE ED,3,0,0,0,1,0,0,0,0,2,0,0
182,0.548,J EDUC RES,3,0,0,0,0,0,0,0,0,0,0,3
183, ,J MATH BEHAV,3,0,0,0,1,0,1,0,0,0,0,1
184,0.539,J PSYCHOL,3,0,0,0,0,0,0,1,1,0,0,1
185, ,J RES TECHNOLOGY ED,3,0,0,0,0,1,1,0,1,0,0,0
186,2.054,J RETAILING,3,0,0,0,0,0,1,0,0,0,0,2
187,0.962,J SCHOOL PSYCHOL,3,0,0,0,0,0,0,0,2,0,1,0
188, ,J TECHNOL ED,3,0,0,0,0,0,0,0,0,0,1,2
189, ,LEARN CREATING US,3,0,0,0,0,0,0,0,0,0,3,0
190, ,MIND SOC,3,0,0,0,0,0,0,0,0,0,0,3
191, ,MINDSTORMS CHILDREN,3,0,0,0,0,0,0,0,0,0,0,3
192, ,MULTIPLE INTELLIGENC,3,0,0,0,0,0,0,0,1,0,0,2
193,0.488,NEW MEDIA SOC,3,0,0,0,0,1,1,1,0,0,0,0
194, ,NEW REV HYPERMEDIA M,3,0,0,0,0,0,0,0,0,0,3,0
195,1.847,ORGAN BEHAV HUM DEC,3,0,0,0,0,0,1,0,0,0,0,2
196, ,P 9 INT C 3D WEB TEC,3,0,0,0,3,0,0,0,0,0,0,0
197, ,P COMP SUPP COLL LEA,3,0,0,0,0,0,1,0,0,2,0,0
198,2.615,PERS PSYCHOL,3,0,0,0,0,1,0,0,0,0,0,2
199, ,PRESENCE-TELEOP VIRT,3,0,0,0,0,0,0,1,0,0,0,2
200, ,PREV MED,3,0,0,0,0,0,1,0,0,0,0,2
201, ,PRINCIPLES INSTRUCTI,3,0,0,0,0,0,0,0,0,0,0,3
202, ,RELIAB ENG SYST SAFE,3,0,0,0,0,0,1,1,1,0,0,0
203, ,SCHOOL SCI REV,3,0,0,0,0,2,0,0,0,0,0,1
204, ,SCIENCE,3,0,0,0,0,1,0,0,0,0,0,2
205, ,SELF EFFICACY EXERCI,3,0,0,0,0,0,0,0,0,0,0,3
206,0.405,SOC SCI COMPUT REV,3,0,0,0,0,0,1,0,1,0,1,0
207, ,SYLLABUS,3,0,0,0,0,0,3,0,0,0,0,0
208,0.497,TEACH COLL REC,3,0,0,1,0,0,0,0,0,0,0,2
209, ,THESIS MASS I TECH,3,0,0,0,0,0,0,0,0,0,0,3
210, ,THESIS NATL KAOHSIUN,3,0,0,0,0,0,0,1,0,0,0,2
211, ,ACHIEVEMENT ACHIEVEM,2,0,0,0,0,0,0,0,0,0,0,2
