Cited Journal Data,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,Rest
1,,ALL Journals,65,0,1,6,7,9,16,4,7,1,0,14
2,,ALL OTHERS (19),19,0,0,1,1,0,4,3,2,1,0,7
3,0.818,CONNECT SCI,7,0,1,0,4,0,1,0,1,0,0,0
4,,PSYCHOL INQ,5,0,0,0,0,5,0,0,0,0,0,0
5,0.125,J EXP THEOR ARTIF IN,3,0,0,1,1,0,0,0,0,0,0,1
6,,P SOC PHOTO-OPT INS,3,0,0,0,0,0,2,0,1,0,0,0
7,0.198,INT J TECHNOL MANAGE,2,0,0,0,0,0,0,0,0,0,0,2
8,,MEM COGNITION,2,0,0,0,0,1,1,0,0,0,0,0
9,1.193,PERCEPTION,2,0,0,0,0,0,2,0,0,0,0,0
10,0.663,PHILOS SCI,2,0,0,1,0,0,0,1,0,0,0,0
11,0.147,SYNTHESE,2,0,0,0,0,1,1,0,0,0,0,0
12,,THEOR PSYCHOL,2,0,0,1,0,0,1,0,0,0,0,0
13,,TRENDS COGN SCI,2,0,0,1,0,0,0,0,1,0,0,0
14,1.000,ACM T DATABASE SYST,1,0,0,0,0,1,0,0,0,0,0,0
15,,ACTA ANALYT,1,0,0,1,0,0,0,0,0,0,0,0
16,,AIP CONF P,1,0,0,0,1,0,0,0,0,0,0,0
17,1.381,ANN NY ACAD SCI,1,0,0,0,0,0,1,0,0,0,0,0
18,2.029,ARTIF INTELL,1,0,0,0,0,0,0,0,1,0,0,0
19,,B COUN RES MUSIC ED,1,0,0,0,0,0,0,0,0,0,0,1
20,,COGNITION,1,0,0,0,0,1,0,0,0,0,0,0
21,,CONSCIOUS COGN,1,0,0,0,0,0,1,0,0,0,0,0
22,0.582,DATA KNOWL ENG,1,0,0,0,0,0,0,0,1,0,0,0
23,0.333,HIST HUM SCI,1,0,0,0,0,0,1,0,0,0,0,0
24,0.333,INT J HUM-COMPUT ST,1,0,0,0,0,0,1,0,0,0,0,0
25,,INT J SCI EDUC,1,0,0,0,0,0,0,0,0,0,0,1
26,,J ADV NURS,1,0,0,0,0,0,0,0,0,0,0,1
27,,J CONSCIOUSNESS STUD,1,0,0,0,0,0,0,0,0,0,0,1
Copyright © 2018 Clarivate Analytics,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,
