Cited Journal Data,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,Rest
79,,AUST COMP S,2,0,0,0,0,0,0,0,2,0,0,0
80,0.333,COMPUT HUM BEHAV,2,0,0,0,0,0,0,0,0,2,0,0
81,0.608,EDUC PSYCHOL MEAS,2,0,1,0,0,1,0,0,0,0,0,0
82,,EXPERT SYST APPL,2,0,0,1,0,0,0,0,0,0,0,1
83,1.954,HEALTH EDUC BEHAV,2,0,0,2,0,0,0,0,0,0,0,0
84,,IEEE INTELL SYST APP,2,0,0,0,0,0,0,0,0,0,0,2
85,,IEEE T NEURAL NETWOR,2,0,0,0,1,0,0,0,0,0,0,1
86,0.651,INSTR SCI,2,0,0,0,0,0,0,0,0,0,0,2
87,0.529,INT J HUM-COMPUT INT,2,0,0,0,0,1,0,0,0,0,0,1
88,0.424,INT J INFORM MANAGE,2,0,0,0,1,0,0,0,0,0,0,1
89,0.533,J CREATIVE BEHAV,2,0,0,1,0,0,0,0,0,0,0,1
90,0.395,J WOMEN HEALTH GEN-B,2,0,0,0,0,0,1,0,0,0,1,0
91,,KLUWER INT SER ENG C,2,0,0,1,0,0,0,0,0,0,0,1
92,0.361,LIBR RESOUR TECH SER,2,0,1,1,0,0,0,0,0,0,0,0
93,0.316,LIBR TRENDS,2,0,0,0,0,1,0,0,1,0,0,0
94,,LINEAR ALGEBRA APPL,2,0,0,0,0,0,0,0,0,0,0,2
95,,M D COMPUT,2,0,0,1,0,0,1,0,0,0,0,0
96,,MACH LEARN,2,0,0,0,0,0,0,0,0,0,0,2
97,,MATH COMPUT MODEL,2,0,1,0,0,0,1,0,0,0,0,0
98,0.456,PUBLIC ADMIN DEVELOP,2,0,0,0,0,0,0,0,0,0,0,2
99,0.049,PUBLISH RES Q,2,1,0,0,0,0,0,0,0,0,0,1
100,,RECHERCHE,2,0,0,0,0,0,0,0,0,0,0,2
101,0.185,REF USER SERV Q,2,0,0,0,0,2,0,0,0,0,0,0
102,,S AFR J SCI,2,0,0,0,0,1,0,0,0,0,0,1
103,,SPRING COMP SCI,2,0,1,0,0,0,0,0,0,0,0,1
104,,ST HEAL T,2,0,0,1,0,0,0,0,0,0,0,1
105,,VLDB J,2,0,0,0,0,0,0,0,0,0,0,2
Copyright © 2018 Clarivate Analytics,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,
