Citing Journal Data,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,Rest
76, ,P 11 INT JOINT C ART,2,0,0,0,0,0,0,0,0,0,0,2
77, ,P 12 EUR C ART INT E,2,0,0,0,0,1,0,0,0,0,0,1
78, ,P 12 NAT C ART INT,2,0,0,0,0,0,0,2,0,0,0,0
79, ,P 13 NAT C ART INT A,2,0,0,0,0,2,0,0,0,0,0,0
80, ,P 16 INT C COMP LING,2,0,0,0,0,2,0,0,0,0,0,0
81, ,P 4 INT WORKSH TEMP,2,0,0,0,2,0,0,0,0,0,0,0
82, ,P 5 INT C PRINC KNOW,2,0,0,0,0,2,0,0,0,0,0,0
83, ,P 7 NAT C ART INT AA,2,0,0,0,0,0,0,0,0,0,0,2
84, ,P 9 C UNC ART INT,2,0,0,0,0,0,0,0,2,0,0,0
85, ,P 9 NAT C ART INT,2,0,0,0,0,0,0,0,0,0,2,0
86, ,P ACL 37 COLL PARK M,2,0,1,0,0,0,1,0,0,0,0,0
87, ,P ACL WORKSH INT SCA,2,0,0,0,2,0,0,0,0,0,0,0
88, ,P ACL WORKSH INT STR,2,0,0,0,0,0,0,0,2,0,0,0
89, ,P ACM SIGACT SIGPLAN,2,0,0,0,0,0,0,0,0,0,0,2
90, ,P CHI 94,2,0,0,0,0,0,0,2,0,0,0,0
91, ,P EUR C ART INT ECAI,2,0,0,0,0,1,0,0,0,0,0,1
92, ,P INT WORKSH INFR TE,2,0,0,0,0,0,0,0,2,0,0,0
93, ,P JCIS 2000 5 JOINT,2,2,0,0,0,0,0,0,0,0,0,0
94, ,P PAC RIM INT C ART,2,0,0,0,0,0,0,0,0,0,0,2
95, ,P WORKSH CAS REAS DA,2,0,0,0,0,0,0,0,0,0,1,1
96, ,SIGIR 95,2,0,0,0,0,0,2,0,0,0,0,0
97, ,THESIS U MONTREAL,2,0,0,0,0,0,1,0,0,1,0,0
Copyright © 2018 Clarivate Analytics,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,
