Citing Journal Data: CONTEMPORARY EDUCATIONAL PSYCHOLOGY,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,Rest
75, ,COMPETITIVE ETHOS DE,2,0,0,0,0,0,0,0,0,0,0,2
76, ,COOPERATIVE LEARN,2,0,0,0,0,0,0,0,0,0,0,2
77,0.255,EDUC LEADERSHIP,2,0,0,0,0,0,1,1,0,0,0,0
78,0.177,ETR&D-EDUC TECH RES,2,0,0,0,0,0,0,1,0,1,0,0
79,0.963,HARVARD EDUC REV,2,0,0,0,0,0,0,0,0,0,0,2
80, ,HUM LEARN,2,0,0,0,0,0,0,0,0,0,0,2
81,0.500,J ADVERTISING RES,2,0,0,0,0,0,1,1,0,0,0,0
82,0.477,J APPL DEV PSYCHOL,2,0,0,0,0,0,0,0,0,0,0,2
83,1.730,J APPL PSYCHOL,2,0,0,0,0,0,0,0,0,0,0,2
84,2.247,J EXP PSYCHOL HUMAN,2,0,0,0,0,0,0,0,0,0,0,2
85,0.476,J GENET PSYCHOL,2,0,1,0,0,0,0,0,0,0,0,1
86,1.000,J LEARN DISABIL-US,2,0,0,0,0,0,0,1,0,0,1,0
87, ,J RES DEV EDUC,2,0,0,0,0,0,0,0,1,0,0,1
88, ,M AM ED RES ASS SAN,2,0,0,0,0,0,0,0,0,1,0,1
89, ,MAKING GRADE SELF WO,2,0,0,0,0,0,0,0,0,2,0,0
90, ,MED EDUC,2,0,0,0,0,0,0,0,0,0,1,1
91, ,MOTIVATING HUMANS GO,2,0,0,0,0,0,0,0,0,2,0,0
92, ,NAT EXPERTISE,2,0,0,0,0,0,0,0,0,0,0,2
93, ,NEW DIRECTIONS TEACH,2,0,0,0,0,2,0,0,0,0,0,0
94, ,PEER RELATIONSHIPS C,2,0,0,0,0,0,0,0,0,0,0,2
95, ,PERSONALITY SOC P,2,0,0,0,0,0,0,1,0,0,0,1
96,0.238,PSYCHOL REP,2,0,0,0,0,1,0,1,0,0,0,0
97,1.580,PSYCHON B REV,2,0,0,0,1,1,0,0,0,0,0,0
98, ,READING ACQUISITION,2,0,0,0,0,0,0,0,0,2,0,0
99,0.338,RES HIGH EDUC,2,0,0,1,0,0,0,0,1,0,0,0
100,1.080,RES TEACH ENGL,2,0,0,0,0,0,0,0,0,0,0,2
101,2.421,REV RES EDUC,2,0,0,0,0,0,0,0,0,0,0,2
102, ,ROLE INTEREST LEARNI,2,0,0,0,0,0,0,0,0,2,0,0
103,0.918,SCI EDUC,2,0,0,0,0,0,0,0,1,0,1,0
104, ,SCIENCE,2,0,0,0,0,0,0,0,1,0,0,1
105, ,SOC MOTIVATION UN,2,0,0,0,0,2,0,0,0,0,0,0
106,0.300,TEACH COLL REC,2,0,0,1,0,0,0,0,0,0,0,1
107, ,THEOR GOAL SETTING,2,0,0,0,0,0,0,0,0,0,0,2
108,1.372,THEOR PSYCHOL,2,0,2,0,0,0,0,0,0,0,0,0
109, ,USING MULTIVAR S,2,0,0,0,0,0,0,0,0,0,0,2
110, ,WALL STREET J,2,0,0,0,2,0,0,0,0,0,0,0
111, ,WASHINGTON POST 0502,2,0,0,0,0,0,0,2,0,0,0,0
Copyright © 2018 Clarivate Analytics,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,
