Citing Journal Data: LECTURE NOTES IN ARTIFICIAL INTELLIGENCE,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,Rest
144, ,ACM T COMPUTATIONAL,30,3,2,2,2,20,1,0,0,0,0,0
145, ,DIGITAL IMAGE PROCES,30,0,0,1,10,3,1,0,0,0,2,13
146,2.446,J COMPUT BIOL,30,0,1,5,6,2,8,3,3,1,1,0
147, ,P SOC PHOTO-OPT INS,30,0,3,5,4,5,5,3,1,3,0,1
148, ,SIGKDD EXPLORATIONS,30,0,3,14,6,1,5,0,0,0,0,1
149, ,STUD LOGICA,30,3,2,3,6,5,0,0,0,2,0,9
150,1.404,ACM T PROGR LANG SYS,29,1,0,0,1,1,4,2,2,1,1,16
151, ,ADV KERNEL METHODS S,29,0,0,0,1,0,0,21,7,0,0,0
152,1.468,COMPUT VIS IMAGE UND,29,0,1,2,1,5,1,6,4,1,2,6
153,1.282,COMPUTER,29,0,1,1,2,2,3,7,3,0,1,9
154,0.600,IEEE T CONSUM ELECTR,29,0,3,3,3,0,7,5,4,1,0,3
155,4.339,J AM MED INFORM ASSN,29,0,2,9,1,3,7,1,3,0,2,1
156,0.439,J EXP THEOR ARTIF IN,29,0,0,2,9,1,5,5,0,2,0,5
157,0.696,KNOWL-BASED SYST,29,0,3,2,3,5,0,5,4,1,0,6
158, ,P ICASSP,29,0,1,3,1,1,0,2,4,2,1,14
159, ,P SOC PHOTO-OPT INST,29,2,2,0,2,1,4,3,3,1,0,11
160, ,PROBABILISTIC REASON,29,0,0,0,0,0,0,0,2,0,0,27
161, ,COMPLEX SYST,28,0,2,0,0,1,1,0,0,0,0,24
162,0.946,DECIS SUPPORT SYST,28,2,3,4,4,1,2,2,2,0,3,5
163,1.252,IEEE T CIRCUITS-I,28,0,0,6,7,2,2,3,1,1,1,5
164, ,ROUGH SETS KNOWLEDGE,28,0,0,0,0,0,0,0,27,0,0,1
165, ,ADAPT BEHAV,27,0,2,8,2,0,0,3,1,4,0,7
166,0.487,COMPUT SPEECH LANG,27,2,0,1,6,2,0,2,2,1,4,7
167, ,HDB AUTOMATED REASON,27,0,0,0,0,26,0,1,0,0,0,0
168,0.821,IEEE T SYST MAN CY A,27,1,6,3,1,6,2,1,3,3,1,0
169, ,P 3 INT JOINT C AUT,27,0,26,1,0,0,0,0,0,0,0,0
170, ,P IEEE INT C FUZZ SY,27,0,5,6,2,1,1,1,0,0,1,10
171,1.332,PHYSICA A,27,3,2,6,1,4,3,4,0,3,0,1
172,1.833,ACM T DATABASE SYST,26,1,0,3,0,3,0,3,0,3,0,13
173,1.693,AUTOMATICA,26,0,1,3,0,2,1,2,1,3,2,11
174,9.885,BEHAV BRAIN SCI,26,1,2,1,0,3,0,6,0,3,0,10
175, ,CHINESE J COMPUTERS,26,2,2,7,8,0,3,1,1,1,0,1
176, ,DECISION SCI,26,0,0,0,0,1,0,0,1,0,0,24
177,0.638,INT J PATTERN RECOGN,26,1,5,3,5,6,1,1,1,0,1,2
178, ,KNOWLEDGE REPRESENTA,26,0,2,4,2,1,11,3,0,0,0,3
179, ,P IEEE INT C NEUR NE,26,0,0,0,0,0,0,0,0,0,2,24
180, ,THESIS,26,0,5,1,5,3,0,1,3,3,1,4
181, ,CLASSIFICATION REGRE,25,0,0,0,0,0,0,0,0,0,0,25
182,0.951,IEEE T POWER SYST,25,0,3,7,0,0,0,1,1,3,1,9
183, ,INT J ARTIFICIAL INT,25,0,3,4,2,2,9,0,1,3,0,1
184, ,INTELLIGENT DECISION,25,0,0,0,0,0,0,0,0,0,0,25
185, ,NEURAL NETWORKS COMP,25,0,0,0,0,0,0,18,2,0,0,5
186, ,P INT C MACH LEARN,25,0,7,1,5,2,3,0,3,0,1,3
187, ,THESIS U PENN,25,0,2,0,1,2,0,12,3,0,1,4
188,1.246,AUTON ROBOT,24,0,8,1,2,3,6,1,0,3,0,0
189, ,IEEE EXPERT,24,0,0,0,0,0,0,0,0,8,2,14
190, ,IN PRESS LECT NOTES,24,18,3,0,0,0,0,0,0,0,0,3
